checkbook	account keeper	banking	banking	banking item	book	currency	finance	finance	financial tracker	lifestyle	money	money	money	paper	paper product	paperwork	personal item	stationary	stationery	wallet
checkers	board game	board game	board game	board game	game	game	game	game	game	game	game	game	game	game	game	game	game	game	game	game
cheese	dairy	dairy	dairy	dairy	dairy	dairy	dairy	dairy	dairy	dairy	dairy product	dairy product	diary	food	food	food	food	food	food	food
cheeseburger	american food	beef comestible	dinner	fast food	fast food	fast food	food	food	food	food	food	food	food	food	food	food	food	food	food	lunch
cheesecake	bread	dairy	dessert	dessert	dessert	dessert	dessert	dessert	dessert	dessert	dessert	dessert	dessert	dessert	food	food	food	snack	sweet treat	sweets
cheetah	animal	animal	animal	animal	animal	animal	animal	animal	animal	animal	animal	animal	animal	cats	cheetah	feline	large cat	large cats	mammal	wildlife
cherry	fruit	fruit	fruit	fruit	fruit	fruit	fruit	fruit	fruit	fruit	fruit	fruit	fruit	fruit	fruit	fruit	fruit	fruit	fruit with pits	pitted fruit
chess piece	board game	board game	board game	board game piece	fun item	game	game	game	game	game	game	game	game	game	game piece	game piece	game piece	game piece	game piece	part of game
chessboard	board game	board game	board game	board game	board game	board game	board game	chess	chess game part	game	game	game	game	game	game	game	game	game	game	game piece
chest	anatomical feature	anatomy	body	body part	body part	body part	body part	body part	body part	body part	body part	body part	body part	body part	human	human body	human body part	human body part	human torso	human torso
chest	container	furniture	furniture	furniture	furniture	furniture	furniture	furniture	furniture	furniture	furniture	home furnishings	large box	secure storage	storage	storage	storage	storage	storage box	storage in the home
chick	animal	animal	animal	animal	animal	animal	animal	animal	baby animal	baby animal	baby animal	baby bird	baby chicken	baby fowl	bird	bird	bird	bird	mammal	young animal
chicken	animal	animal	animal	bird	farm animal	food	food	foods	meat	meat	meat	meats	poultry	poultry	poultry	poultry	poultry	poultry	poultry	poultry meat
chicken	animal	animal	animal	animal	animal	animal	animal	animal	bird	bird	bird	bird	farm animal	farm animal	farm animal	farm animal	farm animal	fowl	poultry	the most common type of poultry
chicken wire	animal cage	barrier	chicken	fence	fence	fence	fence	fencing	fencing	fencing	fencing	fencing	fencing	fencing	fencing	fencing metal mesh	gardening equipment	gate	net	poultry fencing
chickpea	bean	chickpea	dinner food	edible	food	food	food	food	food	food	food	food	food	food	food item	healthy snack	legume	legume	legume	seed
chihuahua	animal	animal	animal	animal	animal	canine	dog	dog	dog	dog	dog	dog	dog	dog	dog	dog	pet	pet	small dog	small dog
chili	dinner	food	food	food	food	food	food	food	food	food	food	food	food	food	food item	soup	soup	soup	spice	spicy soup
chime	music device	musical equipment	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument 	percussion instrument	sound
chimney	architecture	building	building	building component	building exterior	chimney	chimney	fire safety equipment	fireplace	fireplace	heating element	home exterior	house part	house part	house part	housing good	part of building	part of building	structure	ventilation for fire
chin	anatomy	body	body	body	body part	body part	body part	body part	body part	body part	body part	body part	body part	body part	body part	facial feature	facial feature	facial feature	human anatomical feature	human body
chinaware	crockery	crockery	cutlery	dining accessory	dinnerware	dinnerware	dinnerware	dish	dish	dish	dish	dish	dishware	fine dishware	kitchen	kitchen accessory	kitchen item	kitchen set	plate	tableware
chinchilla	animal	animal	animal	animal	animal	animal	animal	animal	animal	animal	animal	animal	animal	exotic pet	mammal	pet	pet	rodent	rodent	rodent
chip	component	computer	computer	computer equipment	computer hardware	computer part	computer part	computer storage	computer technology	computer technology	computing storage device	electronics	electronics	electronics	memory card	software	software	technology	technology	technology device
chipmunk	animal	animal	animal	animal	animal	animal	animal	chipmunk	mammal	mammal	mammal	rodent	rodent	rodent	rodent	rodent	rodent	small animal	small mammal	vermin
chips	aperitive	food	food	food	junk food	junk food	potato crisps	salty snack	snack	snack	snack	snack	snack	snack	snack	snack	snack food	snack food	snack food	snack food
chisel	carpentry	tool	tool	tool	tool	tool	tool	tool	tool	tool	tool	tool	tool	tool	tool	tool	tool	tool	woodworking tool	work
chive	chive	cooking ingredient	food	food	food	food	food	herb	herb	herb	herb	onion	onion	seasoning	spice	spice	spice	vegetable	vegetable	vegetable
chocolate	candy	candy	candy	candy	candy	candy	candy	dessert	dessert	dessert	dessert	dessert	food	food	food	food	snack	sweet dessert	sweets	sweets
chopsticks	eating instrument	eating tool	eating utensil	eating utensil	eating utensil	eating utensil	eating utensil	eating utensil	eating utensil	eating utensil	two sticks used to eat with	utensil	utensil	utensil	utensil	utensil	utensil	utensil	utensil	utensil
christmas card	arts	card	christmas	christmas	gift	gift	gifts	greeting card	greeting card	holiday item	holiday item	holiday mail	holidays	letter	letter	present	stationary	stationary	stationary	stationary
christmas tree	christmas	christmas decor	decoration	decoration	festive adornment	holiday	holiday	holiday accessory	holiday decor	holiday decor	holiday decor	holiday decoration	holiday decoration	holiday decoration	holiday decoration	holiday decoration	holiday decoration	holiday decoration	holidays	indoor decoration
chute	building equipment	building equipment	building feature	building material	channel	chimney	conduit	entertainment	equipment	home accessory	home accessory	home need	landform	machinery	outdoor tube	part of building	pipe	slide	tool	tunnel
cigar	nicotine	rolled tobacco	smoke	smoking	smoking	smoking	smoking product	smoking tobacco product	smoking tool	tobacco	tobacco	tobacco	tobacco	tobacco	tobacco	tobacco	tobacco	tobacco product	tobacco product	vice
cigarette	cancer factor	carcinogen	death	drug	drug	drug	poison	smoking	smoking	smoking paraphernalia	smoking supply	things you can smoke	tobacco	tobacco	tobacco	tobacco product	tobacco product	tobacco product	unhealthy habit	vice
cigarette butt	cigarette	common litter	garbage	garbage	liter	litter	litter	pack	smoking	smoking	smoking filter	smoking material	smoking material	street litter	trash	trash	trash	trash	trash	used butt
cigarette holder	death	drug paraphernalia	fashion accessory	filter	personal accessory	smoking	smoking	smoking accessory	smoking accessory	smoking accessory	smoking accessory	smoking accessory	smoking accessory	smoking accessory	smoking accessory	smoking apparatus	smoking utensil	tobacco accessory	tool	tool
cilantro	food	food	herb	herb	herb	herb	herb	herb	herb	herb	herb	herb	herb	herb	herb	herb	herb	herb	spice	spice
cinnamon	cinnamon	food	in regent	ingredient	spice	spice	spice	spice	spice	spice	spice	spice	spice	spice	spice	spice	spice	spice	spice	spice
clam	animal	aquatic life	food	food	food product	marine	mollusk	mollusk	mollusks	mussel	sea creature	seafood	seafood	seafood	seafood	seafood	seafood	shellfish	things in the ocean	things that live in water
clarinet	music	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument	musical instrument	woodwind instrument
clasp	a small object used to hold things together	attachment	closure	craft item	craft item	crafting	fastener	hardware	hardware	hardware	hook	hook	necklace part	security accessory	sewing accessory	small tool	tool	tool	tool	tool to keep things together
clay	art	art	art	art	art equipment	art supply	art supply	art supply	arts & crafts	craft item	craft item	earth	material	material	natural material	raw material	resource	soil	soil	soil
cleat	footwear	shoe	shoe	shoe	shoe	shoe	shoe	shoe accessory	shoe part	soccer shoe	sport	sport	sport	sport equipment	sporting equipment	sports equipment	sports equipment	sports equipment	sports gear	sports supply
cleaver	chicken shop	cleaver	cutlery	cutting kitchen tool	cutting tool	kitchen	kitchen blade	kitchen utensil	kitchen utensil	knife	knife	knife	knife	knife	tool	used to cut meat	utensil	utensil	utensil	weapon
clipboard	board	household item	office	office equipment	office supply	office supply	office supply	office supply	office supply	office supply	organization	pad	paper holder	school supply	stationary	stationary	to secure paper work	write	write pad	writing tool
clipper	clipper	cutting	garden tool	garden tool	garden tool	garden tool	gardening	gardening	gardening equipment for hedges	gardening tool	gardening tool	gardening tool	hand tool	landscaping	lawn care	lawn care tool	lawncare	outdoor tool	tool	tool
clipper	beauty tool	beauty tool	finger nail	grooming	grooming	grooming product	grooming supply	health and beauty	hygiene	hygiene accessory	manicure kit	nail tool	nail	personal care	personal care	tool	tool	trimming instrument	tweezer	utensil
cloak	18th-century fashion	clothing	clothing	clothing	clothing	clothing	clothing	clothing	clothing	clothing	clothing	clothing accessory	coat	costume	costume	covering	dress	halloween costume	outerwear	outerwear
clock	decoration	decoration	home utility	time	time	time	time	time	time	time keeper	time keeper	time keeping	time keeping device	time keeping instrument	time piece	time piece	time telling device	timekeeping tool	timepiece	timer
closet	cupboard	home	home storage	house	household area	organizer	part of house	room	room	room	storage	storage	storage	storage	storage	storage	storage container	storage space	storage unit	storage unit
clothes	apparel	apparel	basic necessity	basic need	body covering	body covering	clothing	clothing	clothing	clothing	clothing	fashion item	items for wearing	outerwear	outfits	protective material	sun protection	wardrobe	wearable	wearable
clothesline	clothes dryer	dress	drying rack	hang dry	home care	laundry	laundry	laundry	laundry	laundry appliance	laundry drying line	laundry equipment	laundry equipment	laundry product	laundry supply	rope	rope	something to dry garments on	structure	tool
clothespin	clip	clothes maintenance	clothespin	clothing accessory	clothing holder	fastener	fastener	hanger	laundry	laundry	laundry accessory	laundry supply	laundry supply	laundry supply	laundry supply	laundry tool	laundry tool	thing	thing	things to hang clothing with
cloud	aerosol	atmosphere	atmosphere phenomenon	atmosphere phenomenon	earth feature	found outside	natural material	nature	sky	sky	sky	sky	sky	sky object	thing in the sky	things in the sky	weather	weather	weather	weather
clove	aromatic flower bud	cooking	cooking	food	ingredient	ingredient	seasoning	seasoning	seasoning	spice	spice	spice	spice	spice	spice	spice	spice	spice	spice	spice from a tree
clover	clover	flower	garden	green plant	luck of the irish	plant	plant	plant	plant	plant	plant	plant	plant	plant	plant	plant	plant	vegetation	weed	weed
coal	camping	cooking	energy source	energy source	fuel	fuel	fuel source	fuel source	grill accessory	heat	heat	heating	heating device	heating supply	mineral	rock	stage of fire	stages of fire	substance	wood by-product
coaster	bar	beer	drink	drink holder	food accessory	food accessory	furniture accessory	home decor	home decor	home good	household accessory	household furnishing	houseware	kitchen accessory	kitchen accessory	kitchen tool	protective object	table accessory	table accessory	utensil
coat	animal	clothing	clothing	clothing	clothing	clothing	clothing	clothing	clothing	clothing	clothing	clothing	clothing	covering	outerwear	outerwear	outerwear	outerwear	suit accessory	winter apparel
coat rack	closet	clothing hanger	clothing hanger	clothing hanger	coat	decor	furniture	furniture	furniture	furniture	furniture	furniture	hanger	home decor	home decor	house accessory	household organizing	organizer	stands	storage
cobra	animal	animal	animal	reptile	reptile	reptile	reptile	reptile	reptile	reptile	serpent	snake	snake	snake	snake	snake	snake	snake	venomous snake	venomous snake
cockatoo	animal	animal	animal	bird	bird	bird	bird	bird	bird	bird	bird	bird	bird	bird	bird	bird	bird	exotic bird	exotic pet	tropical bird
cockroach	bug	bug	bug	filth	house pests	insect	insect	insect	insect	insect	insect	insect	insect	insect	insect	insect	insect	insect that infests home	pest	pest
cocktail	adult beverage	alcohol	alcohol	alcohol	alcohol beverage	alcoholic beverage	alcoholic beverage	alcoholic beverage	alcoholic beverage	alcoholic drink	beverage	beverage	beverage	beverage	drink	drink	drink	drink	drink	spirit
coconut	coconut	food	food	food	fruit	fruit	fruit	fruit	fruit	fruit	fruit	nut	nut	thing that grow on tree	toy	tree nut	tropical	tropical food	tropical food	tropical nut
cocoon	animal	butterfly	butterfly	butterfly cycle	butterfly life stage	caterpillar life cycle	chrysalis	cocoon	development stage	insect	insect	insect	insect dwelling	insect kingdom	life stage	moths and butterfly	protective case	stage of insect life	stage of metamorphosis	web
coffee	beverage	beverage	beverage	beverage	beverage	beverage	beverage	beverage	beverage	beverage	breakfast beverage	caffeinated beverage	drink	drink	drink	drink	hot beverage	hot beverage	milk	morning beverage
coffee bean	bean	bean	bean	bean	beverage	breakfast drink ingredient	coffee	coffee bean	coffee element	coffee ingredient	consumable	food	food	food	fruit	hot/cold drink	ingredient	plant	plant	seed
coffee filter	beverage	beverage	beverage brewing utensil	coffee	coffee	coffee	coffee maker	drinking ingredient	filter	home accessory	household appliance	ingredient	kitchen supply	kitchen supply	kitchen tool	kitchen tool	paper product	paper product	small appliance accessory	strainer
coffee pot	appliance	appliance	beverage	beverage dispenser	beverage dispenser	canister to pour coffee	carafe	coffee pot	container	container	glassware	kitchen appliance	kitchen appliance	kitchen appliance	kitchen equipment	kitchen item	kitchen tool	kitchen tool	kitchen utensil	small kitchen appliance
coffee table	furniture	furniture	furniture	furniture	furniture	furniture	furniture	furniture	furniture	furniture	furniture	furniture	furniture	home accessory	home decor	living room accessory	living room furniture	table	table	table
coffeemaker	appliance	appliance	appliance	appliance	brews coffee	coffee	cooking appliance	cooking object	cooking tool	kitchen	kitchen appliance	kitchen appliance	kitchen appliance	kitchen appliance	kitchen appliance	kitchen appliance	small appliance	small appliance	small appliance	small kitchen appliance
coffin	artifact	body container	box	burial chamber	burial chamber	burial equipment	buried in person	coffin	container	container	death carton	funeral	funeral	funeral casket	funeral item	funerary item	memorial	mortician's supply	wood	wooden box
coil	auto part	electrical device	electrical supply	machinery	mattress	mattress part	mechanical	metal	metal spring	shape	silver thing	spare part	spring	spring	spring	tool	tool	tool	tool	used in refrigeration mfg
coin	collectible currency	currency	currency	currency	currency	currency	currency	currency	currency	currency	low value currency	money	money	money	money	money	money	money	money	money
coleslaw	cold side	food	food	food	food	food	picnic food	recipe	salad	salad	salad	salad	salad	salad	salad	side dish	side dish	side dish	side dish	side dish
collar	accessory	animal accessory	animal accessory	belt	clothing	dog	dog	dog accessory	neck	pet	pet accessory	pet accessory	pet accessory	pet accessory	pet accessory	pet accessory	pet gear	pet supply	pet supply	pet supply
column	architectural element	architectural feature	architectural feature	architecture	architecture	brace	building equipment	building feature	building material	building supply	column	column	home	housing structure	pillar	power	roman architecture	structure	support	used to hold up ceiling
comb	accessory	beauty product	beauty product	cosmetics	grooming	grooming supply	hair	hair	hair	hair accessory	hair accessory	hair care	hair care item	hair tool	hair tool	hair tool	haircare product	hairdressing tool	personal grooming product	tool
combination lock	lock	lock	lock	lock	lock	lock	lock	lock	lock	locking device	password	safety lock	security	security	security device	security equipment	security measure	small kit	tool	watch
comic book	book	book	book	book	collectible	collectible	entertainment	entertainment	entertainment	fantastic event	fun	graphic mini novel	graphic novel	literature	literature	magazine	magazine	marvel	publication	reading
compass	camping	camping gear	direction	direction	directional device	gps	magnetic tool	maps	navigation	navigation	navigation equipment	navigation equipment	navigation equipment	navigation tool	navigation tool	navigation tool	navigational tool	survival tool	tool	tool
compost	compost	environmental care	fertilizer	fertilizer	garbage	garden material	gardening	gardening	gardening	gardening	mulch	organic matter	recycle	recycling	recycling	recycling	soil	soil	soil	waste
computer	device	device	electrical equipment	electronic device	electronic device	electronic device	electronics	electronics	electronics	electronics	electronics	electronics	electronics	electronics	electronics	electronics	playing kid	screen and hard drive housing internet	technology	technology
computer screen	computer	computer part	computing	device	display	display device	electronic monitor	electronics	electronics	electronics	electronics	modern essential	monitor	monitor	monitor	monitor	technology	technology	technology equipment	visual tool
confetti	celebration	color	color	decoration	fun item	paper	party	party	party	party accessory	party decor	party decoration	party favor	party item	party item	party supply	party supply	party supply	party supply	party supply
contact lens	bodily item	eye accessory	eye care	eye wear	eyesight correction device	eyewear	eyewear	eyewear	eyewear	eyewear	medical	medical device	medical equipment	medical equipment	medical supply	personal care	sight enhancement	to see	vision aid	visual support
container	cargo pod	commerce shipping utility	hauling	industrial storage	intermodal	metal	metal container	shipping	shipping	shipping crate	shipping product	shipping vessel	storage	storage	storage	storage area	storage container	storage object	to ship stuff	vehicle
cooker	cooking appliance	cooking item	cooking supply	cookware	cookware	food	food preparation	home tool	kitchen	kitchen accessory	kitchen accessory	kitchen appliance	kitchen appliance	kitchen appliance	kitchen appliance	kitchen appliance	kitchen utensil	kitchenware	small appliance	small appliance
cookie	baked good	baked good	baked good	dessert	dessert	dessert	dessert	food	food	food	food	food	food	food	food	sweet	sweet treat	sweets	sweets	treats
cookie cutter	bake	bakery tool	baking	baking	baking	baking	baking supply	baking supply	baking supply	baking tool	baking tool	baking tool	cooking device	cooking utensil	cutter	kitchen tool	kitchen tool	kitchenware	metal	utensil
cookie sheet	bakeware	baking	baking	baking	baking accessory	baking equipment	baking supply	baking supply	baking supply	baking utensil	cooking equipment	cooking gear	cooking supply	cooking utensil	cookware	kitchen accessory	kitchen tool	metal cooking tray	to make cookie	tray
cooler	camping	camping equipment	camping gear	camping supply	camping supply	container	food saving device	food storage	food storage	food transporter	insulated chests	item carrier	keeps things cold	outdoor and camping	outdoors	outdoors	storage	storage	summer	tool
coop	animal enclosure	animal habitat	animal home	animal house	animal housing	baby toy	chicken	chicken enclosure	chicken home	chicken house	chicken house	chicken house	chicken house	chickens	coop	enclosure	farm object	farm supply	housing for a chicken	poultry
copier	copier	copier	electronics	office device	office equipment	office equipment	office equipment	office equipment	office equipment	office equipment	office equipment	office equipment	office equipment	office equipment	office equipment	office equipment	office equipment	office equipment	office equipment	office equipment
coral	animal	aquatic life	aquatic life	endangered sea life	invertebrate	marine	ocean	ocean	ocean animal	ocean animal	ocean life	ocean life	reef	reef	sea	sea animal	sea animal	sea life	sea life	sea life
cord	appliance	appliance part	cable	conduit	current	electrical	electrical	electrical	electrical accessory	electrical equipment	electricity	electronics	electronics	electronics	item	power source	technology accessory	wire	wire	wiring
cordon bleu	chicken	chicken dish	chicken dish	cooking	cooking	cordon bleu	cuisine	dinner	dinner food	dinner food	dinner food	entree	entree	food	food	food	food	food	food	food
cork	beverage	beverage tool	bottle closer	bottle stopper	bottle stopper	bottling supply	closure device	household	lid	liquid storage	material	material	organic material	stoppers	wine	wine bottle	wine essential	wine part	wine tool	wood
corkboard	arts	arts	communication object	display signage	furniture	message board	message center	office equipment	office product	office supply	office supply	organization tool	organizer	school supply	school supply	school supply	tool	visual media board	wall decor	wood board
corkscrew	bartending tool	bottle opener	drinking	hand tool	kitchen	kitchen tool	kitchen tool	kitchen tool	kitchen tool	kitchen utensil	kitchen utensil	tool	tool	tool	tool	tool	tool	wine	wine accessory	wine opener
corn	crop	farm produce	food	food	food	food	food	food	food	food	food product	grain	vegetable	vegetable	vegetable	vegetable	vegetable	vegetable	vegetable	vegetable
cornbread	baked good	baked good	bread	cake	carbohydrate	food	food	food	food	food	food	food	food	food item	food side	food side item	quick bread	savory bread	side dish	southern food
cornhusk	corn part	crop leftover	farm product	food	food	food	membrane	mexican ingredient	plant	plant covering	plant matter	produce	shell	the outer part of a corn	vegetable	vegetable	vegetable cover	vegetable covering	waste	waste
cornmeal	additive	breakfast food	cereal	cornmeal	cornmeal	food	food	food	food	food	food	food	food	food	food	food ingredient	food staple	grain	grain	grains
cornucopia	animal horns in ar	basket of food	cornucopia	cornucopia	decoration	fall decor	fall decoration	fall decoration	fall symbol	food	food	fruit and vegetable basket	harvest	holidays	thanksgiving	thanksgiving	thanksgiving	thanksgiving decoration	thanksgiving item	thanksgiving symbol
corsage	accessory	accessory	accessory	band	clothing accessory	costume	fashion accessory	floral	floral arrangement	flower	flower	flower	flower	flower	flower arrangement	formal clothing accessory	jewelry	jewelry	prom accessory	wrist flowers
corset	accessory	accessory	clothing	clothing	clothing	clothing	fashion	fashion	fashion accessory	female clothing	female fashion	garment	outfit	partywear	tight undergarment under bust to hip	undergarment	undergarment	undergarment	underwear	women's accessory
costume	apparel	apparel	apparel	celebration clothing	children's clothing	clothing	clothing	clothing	clothing	clothing	clothing	clothing	costume	dress up	festive clothing	halloween	halloween	halloween apparel	halloween outfits	holiday
cot	bed	bed	bed	bed	bedding	bedding	camping	camping	camping	camping	camping accessory	camping equipment	camping equipment	camping equipment	camping furniture	cot	place to sleep	portable bed	portable furniture	sleep furniture
cotton candy	candy	candy	candy	candy	candy	candy	candy	carnival food	dessert	dessert	dessert	food	food	food	food	junk food	snack	sweets	sweets	sweets
couch	chair	furniture	furniture	furniture	furniture	furniture	furniture	furniture	furniture	furniture	furniture	furniture	furniture	furniture	furniture	living room furniture	living room furniture	places to sit	room furnishing	seating
cougar	animal	animal	animal	animal	animal	animal	animal	animal	animal	animal	big cat	carnivorous cat	cat	cat	large animal	mammal	wild cat	wild cats	wild cats	zoo
counter	area of kitchen	chicken appearance	food preparation area	furniture	house part	kitchen	kitchen	kitchen	kitchen	kitchen areas	kitchen furnishing	kitchen furniture	kitchen part	kitchen surface	kitchen surface	kitchenware	surface	surface	surface	work space
coverall	apparel	clothing	clothing	clothing	clothing	clothing	clothing	clothing	clothing	clothing	coverall	gun	jumper	men's clothing	protective clothing	uniform	work attire	work clothing	work clothing	working clothing
cow	animal	animal	animal	animal	animal	animal	animal	animal	animal	bovine	bovine animal	category of animal	cattle	domestic animal	farm animal	farm animal	farm animal	mammal	speckled animal	used as food source
coyote	animal	animal	animal	animal	animal	animal	animal	animal	animal	animal	animal	animal	animal	animal	animal	mammal	predator	wild animal	wild canine	wildlife
crab	animal	animal	animal	animal	animal	beach	crustacean	crustacean	crustacean	crustacean	crustacean	crustacean	crustacean with pinchers	ocean life	sea animal	sea creature	sea creature	sea item	seafood	seafood
cracker	carbohydrate	cookie	cracker	crispy snack	food	food	food	food	food	food	snack	snack	snack	snack	snack	snack	snack food	snack food	snack food	wheat product
cranberry	berry	food	food	food	food	fruit	fruit	fruit	fruit	fruit	fruit	fruit	fruit	fruit	fruit	fruit	fruit	fruit	fruit	red fruit
crane	building equipment	building equipment	construction	construction	construction equipment	construction equipment	construction equipment	construction equipment	construction equipment	crane	heavy equipment	high-rise construction equipment	industrial equipment	industrial tool	machine	machine	machine	machine	machinery for lifting	tall movable ladder that is operated by a truck in construction
crank	device	engine	farm supply	industrial tool	machine	machine part	mechanical device	tool	tool	tool	tool	tool	tool	tool	tool	tool	tool	tool	tool	water
crate	box	box	container	container	container	delivery	freight	package	packaging	packaging	shipping supply	storage	storage	storage	stored thing	warehouse	warehouse	warehouse item	wood closure	wooden item
crayfish	animal	animal	animal	animal	animal	animal	crayfish	crustacean	crustacean	crustacean	crustacean	crustacean people eat	fish	fish	food	seafood	seafood	shellfish	water animal	water animal
crayon	art	art supply	art supply	art supply	art supply	art supply	art supply	art supply	art tool	color	color	color	coloring	entertainment	pencil	pencil	school supply	writing device	writing instrument	writing instrument
cream	beauty	beauty	beauty product	beauty product	beauty product	beauty product	beauty product	beauty supply	beauty supply	cosmetics	facial hydration	form	frozen	lotion	lotion	makeup	milk product	skin	skin medication	toiletry
cream cheese	cheese	cheese	dairy	dairy	dairy	dairy food	dairy product	dairy product	dairy product	dairy product	food	food	food	food	food	food	food	food	food	food
credit card	alternate money	bank credit	financial	financial good	form of payment	form of payment	method of payment	money	money	money	money	money storage device	payment	payment	payment	payment form	payment method	payment method	payment option	plastic money
creme brulee	dessert	dessert	dessert	dessert	dessert	dessert	dessert	dessert	dessert	dessert	dessert	dessert	dessert	dessert	dessert	dessert	food	food	french dessert	warm dessert
crepe	breakfast food	breakfast food	breakfast food	dessert	dessert	dessert	dessert	food	food	food	food	food	food	food	food	french food	french food	french food	paper	thin french pancake
crib	baby	baby accessory	baby bed	baby bed	baby furniture	baby furniture	baby furniture	baby furniture	baby furniture	baby supply	baby supply	bed	bed	beds	child's bed	furniture	furniture	furniture	new born	young child's bed with barred
croissant	baked good	baked good	baking	bread	bread	breakfast	breakfast food	flaky pastry	food	food	food	food	food	food	food	french bread	pastry	pastry	pastry	snack
cross	christian symbol	church	church	home decor	religion	religion	religion	religion	religion	religion	religion	religious	religious	religious artifact	religious icon	religious item	religious symbol	religious symbol	religious symbol	religious symbol
crossbow	crossbow	hunt	hunting	long bows	weapon	weapon	weapon	weapon	weapon	weapon	weapon	weapon	weapon	weapon	weapon	weapon	weapon	weapon	weapon	weaponry
crouton	bread	bread	condiment	dried bread	food	food	food	food	food	food	food	food	food	food topping	part of salad	salad ingredient	salad topping	salad topping	sweet	toast
crow	animal	animal	animal	bird	bird	bird	bird	bird	bird	bird	bird	bird	bird	bird	bird	bird	bird	bird	black bird	fowl
crowbar	break in tool	car accessory	crowbar	hand tool	metal tool	pry tool	prying tool	tool	tool	tool	tool	tool	tool	tool	tool	tool	tool	tool	tool used to pry	weapon
crown	decoration	expensive item	hair accessory	hat	head covering	head ware	headdress	headgear	headwear	headwear	king	metal	regal symbol	royal clothing	royal wear	royalty	royalty	royalty headdress	thing royalty wears	worn by royalty
crucifix	catholic	christ	christian symbol	christianity	cross	cross	religion	religion	religion	religion	religious	religious artifacts	religious equipment	religious icon	religious icon	religious symbol	religious symbol	religious symbol	religious symbol	religious symbol
cruise ship	boat	boat	boat	boat	boat	boat	boat	leisure	leisure travel	luxury	transportation	travel	vacation	vacation	vehicle	vehicle	vehicle	vehicle	water craft	water vehicle
crumb	bread	crumb	crumb	debris	dirt	food	food	food	food	food	food part	food waste	leftover	mess	mess	mess	silly activity	trash	trash	waste
crutch	assistance for elderly	disability	healthcare	healthcare	healthcare	healthcare supply	injury	injury	injury need	medical aid	medical assist equipment	medical device	medical device	medical equipment	medical equipment	medical equipment	medical good	mobility aid	tool	wooden object
crystal	clear mineral	gem	hard matter	healing crystal	jewel	light reflector	mineral	mineral	mineral	natural item	natural material	natural mineral	natural resource	natural substance	rock	rock	scientific reaction	solid matter	solid substance	solid substance
crystal	clear quartz	clear rock	crystal	decoration	gem	gem	geology	geology	geology	geology	mineral	mineral	mineral	rock	rock	rock	rock	rock/mineral	stone	stone
crystal ball	decor	decorative item	divination	fortune teller	fortune telling	fortune telling instrument	fortune telling tool	globe	halloween decoration	magic	magic item	magical object	magical tool	mystical tool	mystics tool	occult paraphernalia	psychic	psychic device	shining ball	spiritual novelty
cuckoo clock	alarm	appliance	clock	clock	clock	clock	clock	furniture	furniture decoration	instrument	keeper of time	talking clock	time	time keeper	time keeper	time keeper	time teller	time-piece	timing device	wall fixture
cucumber	food	garden vegetable	green vegetable	produce	vegetable	vegetable	vegetable	vegetable	vegetable	vegetable	vegetable	vegetable	vegetable	vegetable	vegetable	vegetable	vegetable	vegetable	vegetable	vegetable
cufflink	accessory	accessory	accessory	accessory	accessory	clothing accessory	clothing accessory	clothing accessory	clothing accessory	clothing accessory	clothing accessory	clothing accessory	clothing accessory	cufflink	cufflink	cufflink	fancy	good	men's wear	shirt jewelry
cummerbund	apparel	apparel	belt	clothing	clothing	clothing	clothing	clothing	clothing	clothing	clothing accessory	clothing accessory	clothing accessory	fashion accessory	jackets	men's clothing	men's fashion	men's fashion accessory	tuxedo	tuxedo accessory
cup	beverage	container	container	container	container	container	dinning	dish	drink	drinking utensil	drinkware	drinkware	eating utensil	food packaging	hydration	kitchen tool	kitchenware	paper product	picnic gear	restaurant essential
cupcake	cupcake	dessert	dessert	dessert	dessert	dessert	dessert	dessert	dessert	dessert	food	food	food	food	food	pastry	small round cake treat	snack	sweet dessert	sweet treat
curb	city architecture	concrete	concrete	curb	driving	infrastructure	part of street	road	road part	roads	sidewalk	sidewalk	sidewalk edge	sidewalks	soil	street	street	street appendage	transportation infrastructure	walkway
curling iron	beauty	beauty device	hair	hair care	hair care	hair care	hair curling instrument	hair device	hair device	hair equipment	hair styling product	hair tool	hair tool	hair tool	haircare	styler	tool	used to style hair	women hair accessory	women's fashion
curry	asian cuisine	asian food	food	food	food	food	food	food	food	food	food	indian cuisine	indian food	indian food	indian food	spice	spice	spiced food	spicy food	stew
curtain	cloth for privacy or shade by a window or door	coverage	curtain	curtain	decor	decoration	decorative item	home decor	home decor	home decor	home decor	home decor	home good	screen	window cover	window covering	window covering	window screen	window shade	window treatment
cushion	bedding	bedding	comfort	comfort item	couch	couch fixture	furnishing	furniture	furniture	furniture	furniture	furniture accessory	home furnishing	household item	leisure accessory	protect or furniture	seat	seat	seat part	sitting aid
cutting board	cooking utensil	cooking utensil	culinary tool	food preparation	food utensil	kitchen accessory	kitchen accessory	kitchen accessory	kitchen accessory	kitchen gadget	kitchen supply	kitchen tool	kitchen tool	kitchen tool	kitchen tool	kitchen tool	kitchen tool	kitchen tool	kitchen utility	meat
